,COUNTRY,DIVISION,CATEGORY,SUB_CATEGORY,A_2019_Q1,A_2019_Q2,A_2019_Q3,A_2019_Q4,A_2019_FY,A_2020_Q1,A_2020_Q2,A_2020_Q3,A_2020_Q4,A_2020_FY,BS_2021_Q1,BS_2021_Q2,BS_2021_Q3,BS_2021_Q4,BS_2022_Q1,BS_2022_Q2,BS_2022_Q3,BS_2022_Q4,LC_2021_Q1,LC_2021_Q2,LC_2021_Q3,LC_2021_Q4,LC_2022_Q1,LC_2022_Q2,LC_2022_Q3,LC_2022_Q4,RI_2021_Q1,RI_2021_Q2,RI_2021_Q3,RI_2021_Q4,RI_2022_Q1,RI_2022_Q2,RI_2022_Q3,RI_2022_Q4,UL_TO_YTD_NOV,UW_BS_H1_2022_2021,UW_BS_H2_2022_2021,UW_BS_FY_2021_2020,UW_BS_FY_2022_2019,UW_BS_FY_2022_2021,UW_LC_H1_2022_2021,UW_LC_H2_2022_2021,UW_LC_FY_2021_2020,UW_LC_FY_2022_2019,UW_LC_FY_2022_2021,UW_RI_H1_2022_2021,UW_RI_H2_2022_2021,UW_RI_FY_2021_2020,UW_RI_FY_2022_2019,UW_RI_FY_2022_2021,BS_H1_2022_2021,BS_H2_2022_2021,BS_FY_2021_2020,BS_FY_2022_2019,BS_FY_2022_2021,LC_H1_2022_2021,LC_H2_2022_2021,LC_FY_2021_2020,LC_FY_2022_2019,LC_FY_2022_2021,RI_H1_2022_2021,RI_H2_2022_2021,RI_FY_2021_2020,RI_FY_2022_2019,RI_FY_2022_2021
0,Brazil,BPC,Deos,Deodorants,0.27,0.26,0.28,0.32,1.13,0.32,0.28,0.29,0.34,1.23,0.34,0.31,0.29,0.31,0.32,0.3,0.3,0.33,0.34,0.31,0.29,0.31,0.32,0.31,0.3,0.33,0.34,0.31,0.29,0.31,0.32,0.31,0.31,0.34,449.86,-3.93,3.46,2.11,10.8,-0.37,-3.88,3.91,2.01,10.96,-0.13,-2.61,6.72,2.05,13.24,1.89,-3.93,3.46,2.11,10.8,-0.37,-3.88,3.91,2.01,10.96,-0.13,-2.61,6.72,2.05,13.24,1.89
1,Brazil,BPC,Hair Care,Hair Postwash,0.3,0.28,0.27,0.29,1.14,0.29,0.26,0.27,0.3,1.12,0.29,0.28,0.26,0.27,0.28,0.25,0.25,0.26,0.29,0.28,0.26,0.27,0.28,0.27,0.26,0.27,0.29,0.28,0.26,0.27,0.3,0.27,0.25,0.27,34.62,-6.35,-5.03,-1.7,-9.13,-5.71,-2.87,-1.34,-1.88,-5.85,-2.13,-0.19,-1.38,-2.23,-4.89,-0.77,-6.35,-5.03,-1.7,-9.13,-5.71,-2.87,-1.34,-1.88,-5.85,-2.13,-0.19,-1.38,-2.23,-4.89,-0.77
2,Brazil,BPC,Hair Care,Hair Shampoo,0.23,0.22,0.21,0.23,0.89,0.23,0.22,0.22,0.23,0.9,0.23,0.23,0.21,0.22,0.22,0.21,0.21,0.22,0.23,0.23,0.21,0.22,0.22,0.21,0.21,0.22,0.23,0.23,0.21,0.23,0.25,0.24,0.22,0.24,283.44,-6.34,-0.42,-1.77,-4.17,-3.48,-5.91,0.38,-1.79,-3.59,-2.87,6.37,5.96,-0.84,6.41,6.17,-6.34,-0.42,-1.77,-4.17,-3.48,-5.91,0.38,-1.79,-3.59,-2.87,6.37,5.96,-0.84,6.41,6.17
3,Brazil,BPC,Hair Care,Total,0.53,0.5,0.48,0.52,2.03,0.52,0.48,0.49,0.53,2.02,0.52,0.51,0.47,0.49,0.5,0.46,0.46,0.48,0.52,0.51,0.47,0.49,0.5,0.48,0.47,0.49,0.52,0.51,0.47,0.5,0.55,0.51,0.47,0.51,318.07,-6.34,-2.98,-1.73,-6.95,-4.71,-4.23,-0.57,-1.84,-4.86,-2.46,2.75,1.94,-1.61,0.07,2.36,-6.34,-0.92,-1.76,-4.71,-3.72,-5.58,0.19,-1.8,-3.84,-2.79,5.66,5.16,-0.99,5.18,5.41
4,Brazil,BPC,Skin Cleansing,Skin Cleansing-Bar,0.17,0.17,0.17,0.18,0.68,0.18,0.18,0.18,0.19,0.74,0.2,0.2,0.2,0.21,0.21,0.21,0.2,0.21,0.2,0.2,0.2,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.21,0.22,0.24,0.25,0.22,0.23,131.96,3.93,-0.36,10.89,22.22,1.73,5.61,0.74,10.91,23.9,3.11,24.84,7.16,11.02,39.25,15.76,3.93,-0.36,10.89,22.22,1.73,5.61,0.74,10.91,23.9,3.11,24.84,7.16,11.02,39.25,15.76
5,Brazil,BPC,Skin Cleansing,Skin Cleansing-Liquid,0.04,0.04,0.04,0.05,0.18,0.05,0.06,0.06,0.06,0.24,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.08,0.07,0.07,27.92,4.06,-0.18,12.39,54.65,1.9,6.43,1.68,12.37,57.84,4.01,24.97,7.12,12.46,75.98,15.87,4.06,-0.18,12.39,54.65,1.9,6.43,1.68,12.37,57.84,4.01,24.97,7.12,12.46,75.98,15.87
6,Brazil,BPC,Skin Cleansing,Total,0.21,0.21,0.21,0.23,0.86,0.23,0.24,0.24,0.25,0.98,0.27,0.27,0.27,0.28,0.28,0.28,0.27,0.28,0.27,0.27,0.27,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.28,0.29,0.32,0.33,0.29,0.3,159.88,3.96,-0.32,11.25,28.92,1.77,5.81,0.97,11.27,30.91,3.33,24.87,7.15,11.37,46.83,15.79,3.95,-0.33,11.15,27.88,1.76,5.75,0.9,11.16,29.83,3.27,24.86,7.15,11.27,45.67,15.78
7,Brazil,F&R,Food,Mayonnaise,0.07,0.06,0.06,0.07,0.26,0.07,0.08,0.08,0.09,0.31,0.09,0.08,0.08,0.09,0.08,0.08,0.08,0.09,0.09,0.08,0.08,0.09,0.08,0.08,0.08,0.09,0.09,0.08,0.08,0.09,0.09,0.09,0.09,0.09,163.23,-6.18,-3.79,9.91,24.21,-4.99,-3.85,-3.05,9.92,26.22,-3.45,3.19,8.94,9.42,38.01,6.05,-6.18,-3.79,9.91,24.21,-4.99,-3.85,-3.05,9.92,26.22,-3.45,3.19,8.94,9.42,38.01,6.05
8,Brazil,HC,Fabric Solution,Fabric Solution,0.38,0.38,0.38,0.39,1.53,0.4,0.39,0.4,0.42,1.61,0.42,0.42,0.45,0.46,0.45,0.45,0.46,0.47,0.42,0.42,0.45,0.46,0.45,0.46,0.46,0.47,0.42,0.42,0.44,0.45,0.47,0.47,0.48,0.49,784.69,7.13,2.48,8.52,19.28,4.72,7.81,2.98,8.56,19.99,5.31,11.22,9.69,7.64,24.76,10.43,7.13,2.48,8.52,19.28,4.72,7.81,2.98,8.56,19.99,5.31,11.22,9.69,7.64,24.76,10.43
9,Brazil,BPC,Total,Total,1.01,0.97,0.97,1.07,4.02,1.07,1.0,1.02,1.12,4.23,1.13,1.09,1.03,1.08,1.1,1.04,1.03,1.09,1.13,1.09,1.03,1.08,1.1,1.07,1.05,1.1,1.13,1.09,1.04,1.1,1.19,1.15,1.07,1.15,927.81,-3.15,-0.45,2.38,5.67,-1.83,-1.71,1.1,2.31,7.2,-0.33,6.5,4.66,2.45,13.73,5.59,-3.4,1.31,2.34,8.43,-1.15,-2.8,2.12,2.28,9.14,-0.46,4.96,6.26,2.6,16.06,5.49
10,Brazil,F&R,Total,Total,0.07,0.06,0.06,0.07,0.26,0.07,0.08,0.08,0.09,0.31,0.09,0.08,0.08,0.09,0.08,0.08,0.08,0.09,0.09,0.08,0.08,0.09,0.08,0.08,0.08,0.09,0.09,0.08,0.08,0.09,0.09,0.09,0.09,0.09,163.23,-6.18,-3.79,9.91,24.21,-4.99,-3.85,-3.05,9.92,26.22,-3.45,3.19,8.94,9.42,38.01,6.05,-6.18,-3.79,9.91,24.21,-4.99,-3.85,-3.05,9.92,26.22,-3.45,3.19,8.94,9.42,38.01,6.05
11,Brazil,HC,Total,Total,0.38,0.38,0.38,0.39,1.53,0.4,0.39,0.4,0.42,1.61,0.42,0.42,0.45,0.46,0.45,0.45,0.46,0.47,0.42,0.42,0.45,0.46,0.45,0.46,0.46,0.47,0.42,0.42,0.44,0.45,0.47,0.47,0.48,0.49,784.69,7.13,2.48,8.52,19.28,4.72,7.81,2.98,8.56,19.99,5.31,11.22,9.69,7.64,24.76,10.43,7.13,2.48,8.52,19.28,4.72,7.81,2.98,8.56,19.99,5.31,11.22,9.69,7.64,24.76,10.43
12,Brazil,Total,Total,Total,1.46,1.41,1.41,1.53,5.81,1.54,1.47,1.5,1.63,6.15,1.64,1.59,1.56,1.63,1.63,1.57,1.57,1.65,1.64,1.59,1.56,1.63,1.63,1.61,1.59,1.66,1.64,1.59,1.56,1.64,1.75,1.71,1.64,1.73,1875.73,-0.62,0.2,4.37,10.09,-0.21,0.67,1.41,4.33,11.43,1.04,7.56,6.29,4.16,17.73,6.93,0.76,1.35,5.58,14.34,0.97,1.55,2.03,5.57,15.16,1.7,7.42,7.93,5.3,21.61,7.61
13,France,BPC,Deos,Deodorants,122.22,133.15,140.8,116.97,513.13,118.19,109.74,133.24,105.11,466.27,102.89,120.26,129.39,114.89,119.22,127.5,133.71,118.24,102.89,120.26,129.39,113.9,110.53,124.18,134.13,114.1,102.89,120.26,129.39,116.95,116.86,126.05,131.93,119.89,88.69,10.57,3.14,0.25,-2.82,6.68,5.18,2.03,0.04,-5.88,3.54,8.86,2.22,0.69,-3.59,5.38,10.57,3.14,0.25,-2.82,6.68,5.18,2.03,0.04,-5.88,3.54,8.86,2.22,0.69,-3.59,5.38
14,France,BPC,Oral Care,Toothpaste,129.57,129.36,130.18,122.83,511.94,142.64,122.42,131.88,123.43,520.38,131.32,131.99,130.81,123.98,131.09,127.66,133.19,125.56,131.32,131.99,130.72,123.38,130.79,126.39,131.82,124.53,131.32,131.99,130.23,122.53,134.03,129.35,131.17,123.33,107.93,-1.73,1.55,-0.44,1.09,-0.12,-2.33,0.89,-0.57,0.31,-0.75,0.02,0.69,-0.83,1.16,0.35,-1.73,1.55,-0.44,1.09,-0.12,-2.33,0.89,-0.57,0.31,-0.75,0.02,0.69,-0.83,1.16,0.35
15,France,F&R,Food,Bouillon,32.9,23.96,21.18,36.64,114.68,38.16,27.07,22.37,40.2,127.8,36.74,25.14,22.34,34.0,32.6,25.12,21.29,33.98,36.74,25.14,22.34,34.02,32.51,25.16,21.31,33.99,36.74,25.14,22.34,34.17,33.29,25.91,22.05,35.25,28.77,-6.71,-1.88,-7.51,-1.47,-4.41,-6.8,-1.89,-7.49,-1.5,-4.46,-4.32,1.4,-7.38,1.58,-1.59,-6.71,-1.88,-7.51,-1.47,-4.41,-6.8,-1.89,-7.49,-1.5,-4.46,-4.32,1.4,-7.38,1.58,-1.59
16,France,F&R,Food,Mayonnaise,42.0,54.91,56.65,43.15,196.71,46.64,59.87,58.5,46.9,211.91,46.05,57.74,58.33,45.2,46.21,58.75,59.02,45.23,46.05,57.74,58.33,45.2,46.35,58.74,59.02,45.22,46.05,57.74,58.03,45.47,46.52,59.37,60.2,46.69,239.43,1.13,0.7,-2.17,6.36,0.91,1.26,0.68,-2.17,6.42,0.97,2.02,3.28,-2.18,8.17,2.65,1.13,0.7,-2.17,6.36,0.91,1.26,0.68,-2.17,6.42,0.97,2.02,3.28,-2.18,8.17,2.65
17,France,F&R,Food,Total,74.9,78.87,77.83,79.79,311.39,84.8,86.94,80.87,87.1,339.71,82.79,82.88,80.67,79.2,78.81,83.87,80.31,79.21,82.79,82.88,80.67,79.22,78.86,83.9,80.33,79.21,82.79,82.88,80.37,79.64,79.81,85.28,82.25,81.94,268.2,-1.8,-0.21,-4.18,3.47,-1.02,-1.75,-0.22,-4.17,3.5,-1.0,-0.35,2.62,-4.14,5.75,1.11,0.29,0.42,-2.74,5.52,0.34,0.4,0.4,-2.74,5.57,0.39,1.34,3.08,-2.74,7.46,2.2
18,France,F&R,Ice Cream,ICE CREAM,125.27,369.95,543.24,165.23,1203.69,134.49,447.03,551.54,188.61,1321.66,144.68,444.29,498.59,189.7,136.89,467.16,550.01,187.81,144.68,444.29,498.59,189.65,146.1,472.42,552.92,187.75,144.68,444.29,499.84,189.52,139.04,482.4,575.78,196.36,240.59,2.56,7.2,-3.36,11.48,5.06,5.02,7.62,-3.36,12.92,6.42,5.51,12.01,-3.28,15.77,9.01,2.56,7.2,-3.36,11.48,5.06,5.02,7.62,-3.36,12.92,6.42,5.51,12.01,-3.28,15.77,9.01
19,France,HC,Home & Hygiene,Cleaners-Sprays & Wipes,118.56,118.03,127.89,111.4,475.88,151.96,155.26,153.44,141.78,602.45,143.29,141.51,148.3,131.89,139.79,142.6,148.66,132.17,143.29,141.51,148.31,132.0,140.96,142.92,148.8,132.28,143.29,141.51,148.38,132.22,138.54,140.78,149.36,132.98,27.24,-0.85,0.23,-6.22,18.35,-0.31,-0.32,0.27,-6.2,18.72,-0.03,-1.92,0.62,-6.15,18.02,-0.66,-0.85,0.23,-6.22,18.35,-0.31,-0.32,0.27,-6.2,18.72,-0.03,-1.92,0.62,-6.15,18.02,-0.66
20,France,HC,Home & Hygiene,MDW,117.05,108.23,111.68,111.65,448.61,124.23,119.8,126.25,124.58,494.87,133.45,133.34,128.54,121.8,124.93,121.89,123.76,121.99,133.45,133.34,128.54,121.79,128.25,121.55,123.41,121.96,133.45,133.34,128.54,123.58,121.0,122.18,124.57,123.88,116.41,-7.49,-1.83,4.5,9.8,-4.75,-6.37,-1.98,4.5,10.38,-4.24,-8.85,-1.45,4.86,9.59,-5.26,-7.49,-1.83,4.5,9.8,-4.75,-6.37,-1.98,4.5,10.38,-4.24,-8.85,-1.45,4.86,9.59,-5.26
21,France,HC,Home & Hygiene,Total,235.61,226.26,239.57,223.05,924.49,276.19,275.06,279.69,266.36,1097.32,276.74,274.85,276.84,253.69,264.72,264.49,272.42,254.16,276.74,274.85,276.85,253.79,269.21,264.47,272.21,254.24,276.74,274.85,276.92,255.8,259.54,262.96,273.93,256.86,143.65,-4.06,-0.74,-1.39,14.2,-2.43,-3.25,-0.79,-1.38,14.67,-2.04,-5.27,-0.36,-1.19,13.93,-2.86,-6.23,-1.44,2.47,11.42,-3.91,-5.22,-1.55,2.47,11.96,-3.44,-7.54,-1.06,2.77,11.19,-4.39
22,France,BPC,Total,Total,251.79,262.51,270.98,239.8,1025.07,260.83,232.16,265.12,228.54,986.65,234.21,252.25,260.2,238.87,250.31,255.16,266.9,243.8,234.21,252.25,260.11,237.28,241.32,250.57,265.95,238.63,234.21,252.25,259.62,239.48,250.89,255.4,263.1,243.22,196.62,3.91,2.33,-0.11,-0.87,3.11,1.12,1.45,-0.28,-2.79,1.28,4.08,1.45,-0.11,-1.22,2.75,3.82,2.27,-0.13,-0.67,2.95,1.06,1.4,-0.29,-2.48,1.19,4.01,1.38,-0.14,-0.98,2.62
23,France,F&R,Total,Total,200.17,448.82,621.07,245.02,1515.08,219.29,533.97,632.41,275.71,1661.37,227.47,527.17,579.26,268.9,215.7,551.03,630.32,267.02,227.47,527.17,579.26,268.87,224.96,556.32,633.25,266.96,227.47,527.17,580.21,269.16,218.85,567.68,658.03,278.3,508.79,1.6,5.8,-3.53,9.83,3.82,3.53,6.14,-3.53,10.98,4.91,4.23,10.24,-3.45,13.71,7.41,1.36,3.63,-3.03,8.34,2.57,2.58,3.82,-3.03,9.05,3.24,3.31,7.3,-2.99,11.39,5.42
24,France,HC,Total,Total,235.61,226.26,239.57,223.05,924.49,276.19,275.06,279.69,266.36,1097.32,276.74,274.85,276.84,253.69,264.72,264.49,272.42,254.16,276.74,274.85,276.85,253.79,269.21,264.47,272.21,254.24,276.74,274.85,276.92,255.8,259.54,262.96,273.93,256.86,143.65,-4.06,-0.74,-1.39,14.2,-2.43,-3.25,-0.79,-1.38,14.67,-2.04,-5.27,-0.36,-1.19,13.93,-2.86,-6.23,-1.44,2.47,11.42,-3.91,-5.22,-1.55,2.47,11.96,-3.44,-7.54,-1.06,2.77,11.19,-4.39
25,France,Total,Total,Total,687.57,937.59,1131.62,707.87,3464.64,756.31,1041.19,1177.22,770.61,3745.34,738.42,1054.27,1116.3,761.46,730.73,1070.68,1169.64,764.98,738.42,1054.27,1116.22,759.94,735.49,1071.36,1171.41,759.83,738.42,1054.27,1116.75,764.44,729.28,1086.04,1195.06,778.38,849.06,0.49,3.03,-2.0,7.83,1.79,0.79,2.94,-2.04,7.89,1.89,1.26,4.9,-1.91,9.35,3.13,0.65,2.46,-1.43,6.77,1.56,0.91,2.35,-1.47,6.87,1.63,1.64,4.52,-1.36,8.49,3.11
26,Germany,F&R,Food,Bouillon,52.83,36.69,38.0,56.24,183.77,62.84,42.79,40.29,61.01,206.93,56.68,39.72,40.85,62.95,60.11,43.04,41.33,62.75,56.68,39.72,40.93,62.73,60.66,44.09,42.56,63.83,56.68,39.72,40.85,62.95,60.57,43.6,41.83,63.58,71.0,6.99,0.27,-3.25,12.77,3.51,8.66,2.64,-3.32,14.9,5.54,8.06,1.56,-3.25,14.05,4.69,6.99,0.27,-3.25,12.77,3.51,8.66,2.64,-3.32,14.9,5.54,8.06,1.56,-3.25,14.05,4.69
27,Germany,F&R,Food,Dry Sauces,52.7,51.23,42.11,57.17,203.2,58.73,55.39,42.47,62.8,219.41,57.68,50.78,46.12,57.37,54.26,50.89,43.51,56.05,57.68,50.78,46.15,58.76,56.39,52.36,44.13,56.14,57.68,50.78,46.12,57.37,55.04,51.41,44.2,57.26,87.87,-3.04,-3.79,-3.4,0.74,-3.41,0.27,-4.42,-2.75,2.86,-2.04,-1.85,-1.96,-3.4,2.32,-1.9,-3.04,-3.79,-3.4,0.74,-3.41,0.27,-4.42,-2.75,2.86,-2.04,-1.85,-1.96,-3.4,2.32,-1.9
28,Germany,F&R,Food,Mayonnaise & Salad Cream,37.1,47.17,43.36,43.76,171.38,43.68,56.61,47.42,51.33,199.04,49.02,55.66,53.33,52.25,50.3,55.26,48.7,47.5,49.02,55.66,53.33,52.69,50.23,55.1,48.48,47.28,49.02,55.66,53.33,52.25,50.42,56.47,50.14,48.84,38.71,0.83,-8.88,5.64,17.72,-4.05,0.61,-9.68,5.86,17.33,-4.56,2.11,-6.25,5.64,20.12,-2.09,0.83,-8.88,5.64,17.72,-4.05,0.61,-9.68,5.86,17.33,-4.56,2.11,-6.25,5.64,20.12,-2.09
29,Germany,F&R,Food,Mini-Meals,59.08,51.17,60.78,60.5,231.53,69.25,58.36,64.66,65.68,257.95,73.5,65.78,67.77,69.92,70.66,60.44,65.02,63.28,73.5,65.78,64.95,67.22,68.71,58.54,62.26,60.72,73.5,65.78,64.94,67.5,69.48,60.87,65.64,65.06,32.26,-5.87,-6.81,7.37,12.04,-6.34,-8.64,-6.96,5.24,8.08,-7.82,-6.41,-1.31,5.34,12.75,-3.92,-5.87,-6.81,7.37,12.04,-6.34,-8.64,-6.96,5.24,8.08,-7.82,-6.41,-1.31,5.34,12.75,-3.92
30,Germany,F&R,Food,Total,201.71,186.26,184.25,217.67,789.88,234.5,213.15,194.84,240.82,883.33,236.88,211.94,208.07,242.49,235.33,209.63,198.56,229.58,236.88,211.94,205.36,241.4,235.99,210.09,197.43,227.97,236.88,211.94,205.24,240.07,235.51,212.35,201.81,234.74,229.84,-0.86,-4.97,1.82,10.54,-2.92,-0.61,-4.78,1.39,10.33,-2.69,-0.21,-1.96,1.22,11.97,-1.08,0.31,-3.82,-0.32,8.9,-1.79,1.67,-3.48,-0.35,9.75,-0.93,1.24,-1.5,-0.6,10.41,-0.18
31,Germany,F&R,Total,Total,201.71,186.26,184.25,217.67,789.88,234.5,213.15,194.84,240.82,883.33,236.88,211.94,208.07,242.49,235.33,209.63,198.56,229.58,236.88,211.94,205.36,241.4,235.99,210.09,197.43,227.97,236.88,211.94,205.24,240.07,235.51,212.35,201.81,234.74,229.84,-0.86,-4.97,1.82,10.54,-2.92,-0.61,-4.78,1.39,10.33,-2.69,-0.21,-1.96,1.22,11.97,-1.08,0.31,-3.82,-0.32,8.9,-1.79,1.67,-3.48,-0.35,9.75,-0.93,1.24,-1.5,-0.6,10.41,-0.18
32,Germany,Total,Total,Total,201.71,186.26,184.25,217.67,789.88,234.5,213.15,194.84,240.82,883.33,236.88,211.94,208.07,242.49,235.33,209.63,198.56,229.58,236.88,211.94,205.36,241.4,235.99,210.09,197.43,227.97,236.88,211.94,205.24,240.07,235.51,212.35,201.81,234.74,229.84,-0.86,-4.97,1.82,10.54,-2.92,-0.61,-4.78,1.39,10.33,-2.69,-0.21,-1.96,1.22,11.97,-1.08,0.31,-3.82,-0.32,8.9,-1.79,1.67,-3.48,-0.35,9.75,-0.93,1.24,-1.5,-0.6,10.41,-0.18
33,India,BPC,Hair Care,Conditioners,20.71,22.09,21.38,20.98,85.15,20.26,12.07,17.1,17.48,66.91,18.42,17.66,18.91,19.3,21.95,22.87,21.65,21.28,18.42,17.66,18.8,16.18,18.56,20.84,18.77,20.67,18.42,17.66,18.86,19.04,22.07,23.16,21.93,21.57,56.75,24.22,12.38,11.03,3.06,18.13,9.18,12.75,6.22,-7.41,10.94,25.31,14.75,10.58,4.18,19.9,24.22,12.38,11.03,3.06,18.13,9.18,12.75,6.22,-7.41,10.94,25.31,14.75,10.58,4.18,19.9
34,India,BPC,Hair Care,Shampoo,219.42,231.45,231.59,222.74,905.2,218.98,169.32,218.8,219.28,826.38,222.28,219.4,225.43,224.01,231.95,241.37,240.47,235.24,222.28,219.4,225.13,215.02,220.1,232.87,229.08,233.31,222.28,219.4,229.61,229.36,237.88,238.56,251.48,250.79,415.36,7.16,5.85,7.83,4.84,6.5,2.56,5.05,6.71,1.12,3.8,7.87,9.44,8.99,8.12,8.67,7.16,5.85,7.83,4.84,6.5,2.56,5.05,6.71,1.12,3.8,7.87,9.44,8.99,8.12,8.67
35,India,BPC,Hair Care,Total,240.13,253.54,252.97,243.72,990.35,239.24,181.39,235.9,236.76,893.29,240.7,237.06,244.34,243.31,253.9,264.24,262.12,256.52,240.7,237.06,243.93,231.2,238.66,253.71,247.85,253.98,240.7,237.06,248.47,248.4,259.95,261.72,273.41,272.36,472.11,8.45,6.36,8.07,4.69,7.39,3.06,5.62,6.67,0.39,4.34,9.19,9.84,9.11,7.78,9.52,9.21,6.63,8.21,4.63,7.9,3.36,5.98,6.65,0.09,4.66,9.97,10.08,9.18,7.65,10.02
36,India,BPC,Oral Care,Toothpaste,299.41,298.26,302.45,299.73,1199.85,300.7,250.46,318.92,328.73,1198.81,334.1,336.63,333.23,324.47,330.16,335.22,325.16,317.1,334.1,336.63,331.84,320.77,326.1,329.46,321.5,310.63,334.1,336.63,335.21,328.05,335.42,341.73,332.53,324.25,129.19,-0.8,-2.35,10.81,8.98,-1.56,-2.26,-3.14,10.39,7.32,-2.69,0.96,-0.98,11.28,11.17,-0.0,-0.8,-2.35,10.81,8.98,-1.56,-2.26,-3.14,10.39,7.32,-2.69,0.96,-0.98,11.28,11.17,-0.0
37,India,BPC,Skin Care,Face Cleansing,82.52,91.01,88.15,89.41,351.09,83.22,53.08,81.41,83.6,301.31,83.27,75.65,82.84,86.33,88.93,93.29,91.39,93.45,83.27,75.65,82.34,81.11,83.63,87.98,83.68,89.63,83.27,75.65,82.62,85.69,88.79,92.33,89.74,92.01,116.06,14.67,9.26,8.89,4.55,11.88,7.99,6.03,6.99,-1.76,7.0,13.97,7.99,8.6,3.35,10.89,14.67,9.26,8.89,4.55,11.88,7.99,6.03,6.99,-1.76,7.0,13.97,7.99,8.6,3.35,10.89
38,India,BPC,Skin Care,Face Moisturizer,197.55,177.99,159.38,195.65,730.57,190.88,107.69,152.6,183.9,635.06,181.78,144.58,150.5,185.79,197.41,175.24,160.97,196.28,181.78,144.58,149.58,180.3,187.86,165.95,152.34,192.19,181.78,144.58,149.97,193.83,192.87,159.98,158.1,202.78,250.7,14.18,6.23,4.34,-0.09,10.15,8.41,4.44,3.34,-4.41,6.41,8.12,4.97,5.53,-2.31,6.5,14.18,6.23,4.34,-0.09,10.15,8.41,4.44,3.34,-4.41,6.41,8.12,4.97,5.53,-2.31,6.5
39,India,BPC,Skin Care,Hand & Body care,134.71,75.39,53.71,121.69,385.49,124.02,52.65,63.88,133.14,373.69,128.32,69.09,54.99,123.71,129.76,77.98,59.19,129.25,128.32,69.09,54.36,119.72,128.05,75.63,56.74,126.9,128.32,69.09,54.79,123.6,129.6,77.59,58.56,128.68,0.0,5.24,5.45,0.65,2.77,5.34,3.18,5.49,-0.59,0.47,4.26,4.95,4.96,0.57,2.32,4.96,5.24,5.45,0.65,2.77,5.34,3.18,5.49,-0.59,0.47,4.26,4.95,4.96,0.57,2.32,4.96
40,India,BPC,Skin Care,Total,414.78,344.39,301.24,406.75,1467.15,398.12,213.42,297.89,400.64,1310.06,393.37,289.32,288.33,395.83,416.1,346.51,311.55,418.98,393.37,289.32,286.28,381.13,399.54,329.56,292.76,408.72,393.37,289.32,287.38,403.12,411.26,329.9,306.4,423.47,366.76,11.71,6.78,4.34,1.77,9.24,6.8,5.1,3.06,-2.49,5.96,8.57,5.7,4.82,0.26,7.13,14.34,7.19,5.78,1.38,10.7,8.28,4.94,4.5,-3.57,6.6,9.97,5.93,6.5,-0.52,7.89
41,India,BPC,Skin Cleansing,Toilet soap bars,541.09,577.51,580.84,543.23,2242.67,510.29,475.23,580.83,573.95,2140.3,541.1,557.37,594.97,579.51,566.85,599.01,614.68,595.4,541.1,557.37,596.42,573.75,557.52,592.45,607.54,596.09,541.1,557.37,598.17,575.51,719.12,783.8,801.2,781.17,762.46,6.13,3.03,6.2,5.94,4.53,4.69,2.86,6.0,4.95,3.74,36.82,34.82,6.16,37.57,35.79,6.13,3.03,6.2,5.94,4.53,4.69,2.86,6.0,4.95,3.74,36.82,34.82,6.16,37.57,35.79
42,India,F&R,Food,Nutrition-Adults,37.92,38.54,41.12,39.65,157.23,37.36,33.62,43.75,44.02,158.75,42.43,45.04,47.51,46.35,46.77,48.48,48.97,48.52,42.43,45.04,47.42,45.87,46.02,47.76,47.9,48.04,42.43,45.04,47.65,46.61,47.08,48.77,49.47,49.02,0.0,8.9,3.86,14.22,22.58,6.29,7.22,2.84,13.85,20.66,4.96,9.6,4.5,14.46,23.61,6.95,8.9,3.86,14.22,22.58,6.29,7.22,2.84,13.85,20.66,4.96,9.6,4.5,14.46,23.61,6.95
43,India,F&R,Food,Nutrition-Kids,118.2,116.49,125.42,124.34,484.44,120.8,99.47,121.39,121.48,463.13,120.54,121.54,131.28,129.86,131.63,132.99,134.71,134.22,120.54,121.54,130.62,128.32,128.21,129.52,131.06,131.83,120.54,121.54,131.61,130.35,132.41,134.12,135.24,133.13,0.0,9.31,2.98,8.65,10.14,6.03,6.46,1.52,8.18,7.47,3.91,10.1,2.45,8.83,10.42,6.13,9.31,2.98,8.65,10.14,6.03,6.46,1.52,8.18,7.47,3.91,10.1,2.45,8.83,10.42,6.13
44,India,F&R,Food,Nutrition-Toddler,21.95,22.24,23.3,21.55,89.04,20.36,17.39,20.31,18.58,76.64,18.84,19.24,19.66,19.4,19.62,20.01,20.12,19.91,18.84,19.24,19.62,19.03,19.17,19.62,19.81,19.71,18.84,19.24,19.68,19.45,19.58,20.05,20.23,20.02,0.0,4.07,2.52,0.65,-10.52,3.28,1.87,2.23,0.12,-12.05,2.05,4.07,2.85,0.76,-10.28,3.45,4.07,2.52,0.65,-10.52,3.28,1.87,2.23,0.12,-12.05,2.05,4.07,2.85,0.76,-10.28,3.45
